"","folder","name","question","Item Type","Section","Type","Program","Language","Level","ID","SectionShort","date"
"34","Assumptions/uu-assumptions-202-nl","uu-assumptions-202-nl","Om verder te kijken naar de voorwaarden voor de regressieanalyse is onderstaande tabel uitgedraaid. 
![](uu-assumptions-202-nl-tabel.jpg)
Welke conclusie kan getrokken worden op basis van de omcirkelde gegevens?
Answerlist
----------
* Er is gekeken of er sprake is van uitschieters in de Y-richting, er is niet voldaan aan de voorwaarde. Met andere woorden: De analyse mag niet uitgevoerd worden.
* Er is gekeken of er sprake is van uitschieters in de X-richting, er is voldaan aan de voorwaarde. Met andere woorden: De analyse mag wel uitgevoerd worden.
* Er is gekeken of er sprake is van uitschieters in het XY-vlak, er is voldaan aan de voorwaarde. Met andere woorden: De analyse mag wel uitgevoerd worden.
* Er is gekeken of er sprake is van multicollineariteit, er is niet voldaan aan de voorwaarde. Met andere woorden: De analyse mag niet uitgevoerd worden.
","schoice","Assumptions","Interpreting output","SPSS","Dutch","Statistical Literacy","f9842","Assumptions/Assumptions","2026-01-12"
"35","Assumptions/uu-assumptions-203-en","uu-assumptions-203-en","What assumption(s) can you check with a scatterplot (scatter plot of the X and Y variables)?
Answerlist
----------
* Linearity
* Outliers
* Homoscedasticity
* All of the above
","schoice","Assumptions","Conceptual",NA,"English","Statistical Literacy","2658e","Assumptions/Assumptions","2026-01-12"
"36","Assumptions/uu-assumptions-203-nl","uu-assumptions-203-nl","Welke assumptie(s) kan je checken met een spreidingsdiagram (scatter plot van de X en Y variabelen)?
Answerlist
----------
* Lineariteit
* Outliers
* Homoscedasticiteit
* Al het bovenstaande
","schoice","Assumptions","Conceptual",NA,"Dutch","Statistical Literacy","2b43a","Assumptions/Assumptions","2026-01-12"
"37","Assumptions/uu-Assumptions-800-en","uu-Assumptions-800-en","  
Which of the two assumptions below belongs/belongs to the t-test for repeated measures?
I. The observations at time 1 are independent of the observations at time 2. II. The difference scores are normally distributed. 
Answerlist
----------
* Assumption I yes, assumption II no.
* Assumption I does not, assumption II does.
* Both assumptions belong.
* Neither assumption belongs. 
","schoice","Assumptions","Conceptual",NA,"English","Statistical Literacy","9a6b7","Assumptions/Assumptions","2026-01-12"
"38","Assumptions/uu-Assumptions-800-nl","uu-Assumptions-800-nl","  
Welke van de twee onderstaande assumpties hoort/ horen bij de t-toets voor herhaalde metingen?
I. De observaties op tijdstip 1 zijn onafhankelijk van de observaties op tijdstip 2.
II. De verschilscores zijn normaalverdeeld.
  
Answerlist
----------
* Assumptie I wel, assumptie II niet. 
* Assumptie I niet, assumptie II wel. 
* Beide assumpties horen erbij. 
* Geen van beide assumpties hoort erbij. 
","schoice","Assumptions","Conceptual",NA,"Dutch","Statistical Literacy","566f0","Assumptions/Assumptions","2026-01-12"
"39","Assumptions/uu-communalities-006-en","uu-communalities-006-en","A study of internalising and externalising problem behaviours (X1 to X5) in rural youth resulted in the following correlation matrix:
![](uu-Communalities-006-en-tabel.jpg)
The communality h2 of variable X5 (PSYCHOSOMATIC) is equal to .61. 
Of which of the problem behaviours listed below is the explained variance of the two-factor solution higher?
Answerlist
----------
* X1 crime
* X2 vandalism
* X3 depression
* X4 eating disorders
","schoice","Factor analysis/Communalities","Interpreting output",NA,"English","Statistical Literacy","c989b","Factor analysis/Communalities","2026-01-12"
"40","Assumptions/uu-communalities-006-nl","uu-communalities-006-nl","Een onderzoek naar internaliserende en externaliserende probleemgedragingen (X1 tot en met X5) bij plattelandsjongeren resulteerde in de volgende correlatiematrix:
![](uu-Communalities-006-nl-tabel.jpg)
De communaliteit h2 van variabele X5 (PSYCHOSOMATISCH) is gelijk aan .61. 
Van welke van hier onder genoemde probleemgedragingen is de verklaarde variantie van de twee-factoroplossing hoger?
Answerlist
----------
* X1 criminaliteit
* X2 vandalisme
* X3 depressie
* X4 eetstoornissen
","schoice","Factor analysis/Communalities","Interpreting output",NA,"Dutch","Statistical Literacy","9db09","Factor analysis/Communalities","2026-01-12"
"41","Assumptions/uu-homoscedasticity-008-en","uu-homoscedasticity-008-en","What is no assumption in multiple linear regression?
Answerlist
----------
* Independent observations
* Heteroscedasticity
* Normally distributed errors
* Linear relationships between the Xs and Y
","schoice","Assumptions/Homoscedasticity","Conceptual",NA,"English","Statistical Literacy","212d3","Assumptions/Homoscedasticity","2026-01-12"
"42","Assumptions/uu-homoscedasticity-008-nl","uu-homoscedasticity-008-nl","Wat is geen aanname bij multipele lineaire regressie?
Answerlist
----------
* Onafhankelijke observaties
* Hetereoscedasticiteit
* Normaal verdeelde errors
* Lineaire relaties tussen de X-en en Y
","schoice","Assumptions/Homoscedasticity","Conceptual",NA,"Dutch","Statistical Literacy","db888","Assumptions/Homoscedasticity","2026-01-12"
"43","Assumptions/uu-homoscedasticity-020-en","uu-homoscedasticity-020-en","There is heteroscedasticity if...
Answerlist
----------
* ... the explanatory variables are highly correlated among themselves
* ... the measurement errors ('errors') are not normally distributed
* ... the relationship between at least 1 of the X variables and the Y variable is nonlinear
* ... the variance of the measurement errors ('errors') is not constant across the scores of the X variable(s)
","schoice","Assumptions/Homoscedasticity","Interpreting graph","SPSS","English","Statistical Literacy","12476","Assumptions/Homoscedasticity","2026-01-12"
"44","Assumptions/uu-homoscedasticity-020-nl","uu-homoscedasticity-020-nl","Er is sprake van heteroscedasticiteit als…
Answerlist
----------
* … de verklarende variabelen onderling hoog gecorreleerd zijn
* … de meetfouten (‘errors’) niet normaal verdeeld zijn
* … de relatie tussen minimaal 1 van de X-variabelen en de Y-variabele niet-lineair is
* … de variantie van de meetfouten (‘errors’) niet constant is over de scores van de X-variabele(n)
","schoice","Assumptions/Homoscedasticity","Interpreting graph","SPSS","Dutch","Statistical Literacy","c2546","Assumptions/Homoscedasticity","2026-01-12"
"45","Assumptions/uu-Homoscedasticity-021-en","uu-Homoscedasticity-021-en","There is heteroscedasticity if...
Answerlist
----------
* The explanatory variables are highly correlated among themselves.
* The measurement errors ('errors') are not normally distributed.
* The relationship between at least 1 of the X variables and the Y variable is nonlinear.
* The variance of the measurement errors ('errors') is not constant across the X variable(s).
","schoice","Assumptions/Homoscedasticity","Conceptual","SPSS","English","Statistical Literacy","deb48","Assumptions/Homoscedasticity","2026-01-12"
"46","Assumptions/uu-Homoscedasticity-022-en","uu-Homoscedasticity-022-en","Within a MANOVA, homoscedasticity implies:
Answerlist
----------
* There are homogeneous regression lines.
* There is a linear relationship between the two dependent variables.
* There are only equal variances between groups.
* There are equal variance-covariance matrices.
","schoice","Assumptions/Homoscedasticity","Conceptual",NA,"English","Statistical Literacy","b75d0","Assumptions/Homoscedasticity","2026-01-12"
"47","Assumptions/uu-Homoscedasticity-022-nl","uu-Homoscedasticity-022-nl","Binnen een MANOVA houdt homoscedasticiteit in dat er:
Answerlist
----------
* sprake is van homogene regressielijnen.
* sprake is van een lineaire relatie tussen beide afhankelijke variabelen.
* enkel sprake is van gelijke varianties tussen groepen.
* sprake is van gelijke variantie-covariantiematrices
","schoice","Assumptions/Homoscedasticity","Conceptual",NA,"Dutch","Statistical Literacy","144c5","Assumptions/Homoscedasticity","2026-01-12"
"48","Assumptions/uu-Homoscedasticity-023-en","uu-Homoscedasticity-023-en","One of the conditions of a regression analysis is about ""homoscedasticity."" Which graph is best to use to check this condition?
Answerlist
----------
* A scatterplot with the predictors on the X-axis and nurse stress scores on the Y-axis
* A scatterplot with the residuals on the X-axis and nurse stress scores on the Y-axis
* A scatterplot with the residuals on the X axis and nurse stress scores on the Y axis
* A scatterplot with standardized-predicted nurse stress scores on the X-axis and the standardized residuals on the Y-axis
","schoice","Assumptions/Homoscedasticity","Performing analysis",NA,"English","Statistical Literacy","5b831","Assumptions/Homoscedasticity","2026-01-12"
"49","Assumptions/uu-Homoscedasticity-024-en","uu-Homoscedasticity-024-en","There is heteroscedasticity if...
Answerlist
----------
* The explanatory variables are highly correlated among themselves.
* The measurement errors ('errors') are not normally distributed.
* The relationship between at least 1 of the X variables and the Y variable is nonlinear.
* The variance of the measurement errors ('errors') is not constant across the X variable(s).
","schoice","Assumptions/Homoscedasticity","Conceptual",NA,"English","Statistical Literacy","46a3c","Assumptions/Homoscedasticity","2026-01-12"
"50","Assumptions/uu-Homoscedasticity-025-en","uu-Homoscedasticity-025-en","  
There is heteroscedasticity if...
Answerlist
----------
* ... the explanatory variables are highly correlated among themselves
* ... the measurement errors ('errors') are not normally distributed
* ... the relationship between at least 1 of the X variables and the Y variable is nonlinear
* ... the variance of the measurement errors ('errors') is not constant across the scores of the X variable(s) 
","schoice","Assumptions/Homoscedasticity","Interpreting graph","SPSS","English","Statistical Literacy","bf52b","Assumptions/Homoscedasticity","2026-01-12"
"51","Assumptions/uu-Homoscedasticity-800-en","uu-Homoscedasticity-800-en","  
One of the conditions of a regression analysis is about ""homoscedasticity."" Which graph should we use to check this condition?

Answerlist
----------
* A scatterplot with the predictors on the X-axis and the dependent variable on the Y-axis
* A scatterplot with the residuals on the X-axis and dependent variable on the Y-axis
* A scatterplot with the residuals on the X-axis and the predicted values on the Y-axis
* A scatterplot with the predicted values on the X-axis and the residuals on the Y-axis
","schoice","Assumptions/Homoscedasticity","Coceptual",NA,"English","Statistical Literacy","640dc","Assumptions/Homoscedasticity","2026-01-12"
